receptor,generator,split,threshold,TUPOR,ASER,SESY
Glucocorticoid_receptor,REINVENT_250k,dis,0.75,0.2030980146916131,0.00454586656986656,0.802878091624861
Glucocorticoid_receptor,REINVENT_250k,dis,0.8,0.16573149941241702,0.002291964018729593,0.802878091624861
Glucocorticoid_receptor,REINVENT_250k,dis,0.85,0.1252326331992651,0.0010180315075072296,0.802878091624861
Glucocorticoid_receptor,REINVENT_250k,dis,0.9,0.0882428570708935,0.0003570044612591473,0.802878091624861
Glucocorticoid_receptor,REINVENT_250k,dis,0.95,0.04361437765980538,7.513133977249189e-05,0.802878091624861
Glucocorticoid_receptor,REINVENT_250k,dis,1.0,0.02913345485590122,2.2822523126000627e-05,0.802878091624861
Glucocorticoid_receptor,REINVENT_250k,sim,0.5,0.8924330151649796,0.3247753068797361,0.822610901936167
Glucocorticoid_receptor,REINVENT_250k,sim,0.55,0.8145617785423506,0.18732842736189906,0.822610901936167
Glucocorticoid_receptor,REINVENT_250k,sim,0.6,0.65227626140157,0.1123997236901261,0.822610901936167
Glucocorticoid_receptor,REINVENT_250k,sim,0.65,0.5216687093096095,0.0630121061950969,0.822610901936167
Glucocorticoid_receptor,REINVENT_250k,sim,0.7,0.4298023345966417,0.03285227169906722,0.822610901936167
Glucocorticoid_receptor,REINVENT_250k,sim,0.75,0.3306225027488007,0.01249395109229474,0.822610901936167
Glucocorticoid_receptor,REINVENT_250k,sim,0.8,0.23023370648768907,0.00436809684759802,0.822610901936167
Glucocorticoid_receptor,REINVENT_250k,sim,0.85,0.16847176052195095,0.0013177567021956896,0.822610901936167
Glucocorticoid_receptor,REINVENT_250k,sim,0.9,0.09604957891194657,0.00036056150984869713,0.822610901936167
Glucocorticoid_receptor,REINVENT_250k,sim,0.95,0.043065857108358904,8.46716544354088e-05,0.822610901936167
Glucocorticoid_receptor,REINVENT_250k,sim,1.0,0.0279087309695858,4.837436929481308e-05,0.822610901936167
Glucocorticoid_receptor,addcarbon_250k,dis,0.5,0.861862855089495,1.5204464,0.0310968
Glucocorticoid_receptor,addcarbon_250k,dis,0.55,0.7886744660839053,1.0100184,0.0310968
Glucocorticoid_receptor,addcarbon_250k,dis,0.6,0.6338540524993805,0.6562024,0.0310968
Glucocorticoid_receptor,addcarbon_250k,dis,0.65,0.5242478686174565,0.3965752,0.0310968
Glucocorticoid_receptor,addcarbon_250k,dis,0.7,0.4457488522402155,0.235092,0.0310968
Glucocorticoid_receptor,addcarbon_250k,dis,0.75,0.3660726693441931,0.1282064,0.0310968
Glucocorticoid_receptor,addcarbon_250k,dis,0.8,0.27466263094680377,0.060275999999999996,0.0310968
Glucocorticoid_receptor,addcarbon_250k,dis,0.85,0.20087259248704595,0.025275199999999998,0.0310968
Glucocorticoid_receptor,addcarbon_250k,dis,0.9,0.1444183984112351,0.010136799999999998,0.0310968
Glucocorticoid_receptor,addcarbon_250k,dis,0.95,0.06318849695102127,0.00332,0.0310968
Glucocorticoid_receptor,addcarbon_250k,dis,1.0,0.020619928213889298,0.00063898832392954,0.0310968
Glucocorticoid_receptor,addcarbon_250k,sim,0.5,0.9596341603233736,4.216249599999999,0.031209599999999997
Glucocorticoid_receptor,addcarbon_250k,sim,0.55,0.9392414315786807,2.8762192,0.031209599999999997
Glucocorticoid_receptor,addcarbon_250k,sim,0.6,0.8992310705552015,1.9749127999999998,0.031209599999999997
Glucocorticoid_receptor,addcarbon_250k,sim,0.65,0.8478388118595019,1.2798856,0.031209599999999997
Glucocorticoid_receptor,addcarbon_250k,sim,0.7,0.7885662964970207,0.82684,0.031209599999999997
Glucocorticoid_receptor,addcarbon_250k,sim,0.75,0.7271125931555468,0.5032904,0.031209599999999997
Glucocorticoid_receptor,addcarbon_250k,sim,0.8,0.6561842181442792,0.2798256,0.031209599999999997
Glucocorticoid_receptor,addcarbon_250k,sim,0.85,0.5293526863515412,0.14059359999999999,0.031209599999999997
Glucocorticoid_receptor,addcarbon_250k,sim,0.9,0.38921339784872044,0.060773600000000004,0.031209599999999997
Glucocorticoid_receptor,addcarbon_250k,sim,0.95,0.18756021459435782,0.024812,0.031209599999999997
Glucocorticoid_receptor,addcarbon_250k,sim,1.0,0.10040543901443166,0.006374256023528341,0.031209599999999997
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,dis,0.5,0.7867855147101016,1.1832959843865538,0.9312668831226594
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,dis,0.55,0.6412910844677795,0.6631743656416996,0.9312668831226594
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,dis,0.6,0.4894031714698725,0.3938832601119723,0.9312668831226594
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,dis,0.65,0.4029952329824537,0.23780415495381363,0.9312668831226594
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,dis,0.7,0.34811863253987535,0.14673076003565166,0.9312668831226594
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,dis,0.75,0.31841079401174033,0.08797180015311665,0.9312668831226594
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,dis,0.8,0.2992388466912633,0.04963489045509602,0.9312668831226594
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,dis,0.85,0.28628406645327964,0.0251286871767318,0.9312668831226594
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,dis,0.9,0.26605026952824384,0.0112843368165627,0.9312668831226594
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,dis,0.95,0.22636361346092468,0.0037497185085083908,0.9312668831226594
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,dis,1.0,0.18474751697773978,0.001259495803989524,0.9312668831226594
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,sim,0.5,0.8410610391502529,1.3205342337335106,0.9373341213646305
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,sim,0.55,0.7598562875201074,0.7616624619100729,0.9373341213646305
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,sim,0.6,0.6619514552457864,0.47037200674673263,0.9373341213646305
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,sim,0.65,0.5850057369361227,0.29523307586678377,0.9373341213646305
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,sim,0.7,0.5314073374967003,0.18641387163279358,0.9373341213646305
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,sim,0.75,0.4978854633009534,0.11179376724460417,0.9373341213646305
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,sim,0.8,0.4645099743068516,0.06291479858387342,0.9373341213646305
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,sim,0.85,0.43758976083269985,0.03158780354807522,0.9373341213646305
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,sim,0.9,0.40423975354796376,0.01381421445013056,0.9373341213646305
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,sim,0.95,0.3424222143813574,0.0047114114048167,0.9373341213646305
Leukocyte_elastase,DrugEx_GT_epsilon_0.1_250k,sim,1.0,0.27393284315814614,0.0016426283064439402,0.9373341213646305
Leukocyte_elastase,DrugEx_GT_epsilon_0.6_250k,dis,0.5,0.9277304929490757,2.4957881829462623,0.9135923056942771
