molregno,stand_type,pchembl_value,stand_value,canonical_smiles,stand_inchi,chembl_id,tid,pref_name,scaffolds_csk,mfp
543,2180835,IC50,8.1,8.0,CN1CCC(NC(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)CC1,MCVNFSHJRLLJTF-UHFFFAOYSA-N,CHEMBL3971464,235,Leukocyte elastase ,C1CCC(CCC2CCCCC2C2CCC(C3CCCCC3)C3CCCC32)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194510>
544,2116964,IC50,8.46,3.5,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1C(=O)N1CCNCC1,UNNZNMPQBWPYHW-UHFFFAOYSA-N,CHEMBL3907593,235,Leukocyte elastase ,C1CCC(CC2CCCCC2C2CCC(C3CCCCC3)C3CCCCC32)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194580>
545,2187614,IC50,8.02,9.5,COc1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C,RTPRAIIYHYRDDS-UHFFFAOYSA-N,CHEMBL3978243,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1945f0>
546,1829892,IC50,6.54,290.0,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)OCCO)cc1,OMVZRWSTCVAYPK-UHFFFAOYSA-N,CHEMBL3398165,235,Leukocyte elastase ,C1CCC(CCC2CCCCC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194660>
547,2146513,IC50,8.02,9.5,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCC(C)(C)O,IFQHUKVPXIUGQB-UHFFFAOYSA-N,CHEMBL3937142,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1946d0>
548,2183809,IC50,8.85,1.4,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1-c1cccnc1,JDLDFIPXUDPZQG-UHFFFAOYSA-N,CHEMBL3974438,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3C3CCCCC3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194740>
549,1975384,IC50,7.55,28.0,CN1CC2=C(C(=O)N1)[C@@H](c1ccc(C#N)cc1)NC(=O)N2c1ccc(F)c(C(F)(F)F)c1,CEOYSUXKJLXUKL-GOSISDBHSA-N,CHEMBL3642664,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3)C3CCCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1947b0>
550,253998,IC50,6.54,290.0,CC(C)CCOc1cccc2oc(C(=O)[C@@H](NC(=O)[C@H]3CCCN3C(=O)COc3ccc(OCC(=O)O)cc3)C(C)C)nc12,WKFSHUSXHQISOG-LXFBAYGMSA-N,CHEMBL152728,235,Leukocyte elastase ,C1CCC(CCCC2CCCC2CCCCC2CC3CCCCC3C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194820>
551,506616,IC50,6.66,220.0,N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1,HSOZEOMYHDEMKF-JRTVVOMVSA-N,CHEMBL516292,235,Leukocyte elastase ,C1CCC(C2CC2CCCCC2CCCC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194890>
552,555405,IC50,8.07,8.6,CCc1cccc2nc(-c3cccnc3N3CCC(C(=O)O)CC3)oc(=O)c12,QFDBVLBYGMSMEU-UHFFFAOYSA-N,CHEMBL565173,235,Leukocyte elastase ,C1CCC(C2CCCCC2C2CCC3CCCCC3C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194900>
553,2168353,IC50,8.32,4.8,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C1=CCN(C(=O)OC(C)(C)C)CC1,ZULNYUBTLZIFIV-UHFFFAOYSA-N,CHEMBL3958982,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3C3CCCCC3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194970>
554,117379,IC50,6.16,700.0,CC(C)C1C(=O)N2C(C(=O)OCc3ccccc3)=C(CSc3nnnn3C)S[C@H]12,PCVZZJWGMJBSKX-FBMWCMRBSA-N,CHEMBL72575,235,Leukocyte elastase ,C1CCC(CCCC2C(CCC3CCCC3)CC3CCC32)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1949e0>
555,649114,IC50,7.57,24.8,O=c1oc(-c2ccccc2Br)nc2cccc(Cl)c12,WXWVDINGZQKMMS-UHFFFAOYSA-N,CHEMBL1172443,235,Leukocyte elastase ,C1CCC(C2CCC3CCCCC3C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194a50>
556,1573853,IC50,6.68,210.0,COC(=O)c1nn(C(=O)c2cccc(OC)c2)c2ccc(Br)cc12,QAEZHEWSSYNVBB-UHFFFAOYSA-N,CHEMBL2409430,235,Leukocyte elastase ,C1CCC(CC2CCC3CCCCC32)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194ac0>
557,2178754,IC50,7.77,17.0,CC(=O)NCCCNC(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1,YELVWVXXLNKKCC-UHFFFAOYSA-N,CHEMBL3969383,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194b30>
558,592095,IC50,7.38,42.0,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CC(=O)N(CC(=O)O)C1=O)C(C)C)C(=O)c1nc2ccccc2o1,PGMFXNPXTIIUOD-NWVWQQAFSA-N,CHEMBL594209,235,Leukocyte elastase ,C(CCC1CCCC1)CCC1CCCC1CCCCC1CC2CCCCC2C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194ba0>
559,2246605,IC50,8.55,2.8,CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CC[C@@H](N(C)C)C1,KAZUAVYMXFENPN-FPSALIRRSA-N,CHEMBL4107254,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3CC3CCCC3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194c10>
560,2132146,IC50,8.74,1.8,CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN(C(C)C)CC1,UQALBUQMEGCRHM-UHFFFAOYSA-N,CHEMBL3922775,235,Leukocyte elastase ,C1CCC(CC2CCCCC2C2CCC(C3CCCCC3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194c80>
561,2141881,IC50,8.1,7.9,Cc1cncc(-n2cc(C(=O)NCc3ccc(S(C)(=O)=NC#N)cc3)c(=O)c(-c3cccc(C(F)(F)F)c3)c2C)c1,UUOQMBVPAYQEEJ-UHFFFAOYSA-N,CHEMBL3932510,235,Leukocyte elastase ,C1CCC(CCCC2CC(C3CCCCC3)CC(C3CCCCC3)C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194cf0>
562,253770,IC50,8.12,7.6,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)COc1ccc(OCC(=O)O)cc1)C(C)C)C(=O)c1nc2ccccc2o1,AKNLWQANUWDRHX-MXSCXNJPSA-N,CHEMBL118176,235,Leukocyte elastase ,C(CCCC1CCCC1CCCCC1CC2CCCCC2C1)CCC1CCCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194d60>
563,1542083,IC50,8.003333333333332,0.047,C=CC[C@H]1C(=O)N(S(C)(=O)=O)[C@H]2CCN(C(=O)OCc3ccccc3)[C@H]12,NVBQLAIMDONNNW-OWCLPIDISA-N,CHEMBL2367632,235,Leukocyte elastase ,C1CCC(CCCC2CCC3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194dd0>
564,557087,IC50,7.62,24.0,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCC#N)CC3)oc(=O)c12,GRLHORUCGJUPEE-UHFFFAOYSA-N,CHEMBL561734,235,Leukocyte elastase ,C1CCC(C2CCCCC2C2CCC3CCCCC3C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194e40>
565,2104166,IC50,8.42,3.8,CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN2CCOCC2C1,YVDUZJJZSGRAJD-UHFFFAOYSA-N,CHEMBL3894795,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3CC3CCC4CCCCC4C3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194eb0>
566,2249394,IC50,8.25,5.6,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NC1CC[C@@H](N(C)C)C1,ZGBLVXVAKUUQFN-AWGUXVRGSA-N,CHEMBL4110043,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3CCC3CCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194f20>
567,2175292,IC50,8.16,6.9,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1cn(C)cn1,YHSIQGQIUTZDGQ-UHFFFAOYSA-N,CHEMBL3965921,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3CCCC3CCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab194f90>
568,254656,IC50,8.46,3.5,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)COc1ccc(SCC(C)(C)C(=O)O)cc1)C(C)C)C(=O)c1nc2ccccc2o1,VAHHJSDAHDMGCL-FMYROPPKSA-N,CHEMBL152817,235,Leukocyte elastase ,C(CCCC1CCCC1CCCCC1CC2CCCCC2C1)CCC1CCCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193040>
569,2351736,IC50,6.71,197.0,C/C=C1\NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)CN2CCOCC2)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)N2C(=O)[C@H](CC[C@H]2O)NC1=O,NGJHADMXWMAHQD-YNQGVLCESA-N,CHEMBL4444727,235,Leukocyte elastase ,C(CCCC1CCCCCCC(CC2CCCCC2)CCC(CC2CCCCC2)C2CCCC(CCCCC1)C2)CCC1CCCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1930b0>
570,2195114,IC50,7.92,12.0,CCC(CC)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C,FMHWYSUUIITJPM-UHFFFAOYSA-N,CHEMBL3985743,235,Leukocyte elastase ,C1CCC(CCCC2CCCC(C3CCCCC3)C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193120>
571,2106287,IC50,8.24,5.7,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCCO,YAYCIYWXMKMKIC-UHFFFAOYSA-N,CHEMBL3896916,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193190>
572,2150301,IC50,7.83,14.7,CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C(=O)OCc1ccccc1,LWYGODDTIOIVGU-UHFFFAOYSA-N,CHEMBL3940930,235,Leukocyte elastase ,C1CCC(CCCC2CC(C3CCCCC3)C3CCCC3C2C2CCCCC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193200>
573,2187516,IC50,8.62,2.4,Cn1cc(-c2cc(C#N)ccc2C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)ccc1=O,NHRFZCBWKPSTFB-UHFFFAOYSA-N,CHEMBL3978145,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3C3CCCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193270>
574,1166212,IC50,6.51,310.0,COC(=O)c1nn(C(=O)c2ccsc2)c2ccccc12,YLKJXHVLRWAFLW-UHFFFAOYSA-N,CHEMBL1808516,235,Leukocyte elastase ,C1CCC(CC2CCC3CCCCC32)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1932e0>
575,2130461,IC50,7.79,16.2,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCN2CCOCC2C1,AJNZUONHWDFJJZ-UHFFFAOYSA-N,CHEMBL3921090,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3CC3CCC4CCCCC4C3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193350>
576,1608199,IC50,6.96,110.0,CC(C)(C)C(=O)Oc1coc(CSc2nc3ccccc3s2)cc1=O,LFQPSYVCDJPKQH-UHFFFAOYSA-N,CHEMBL3093815,235,Leukocyte elastase ,C1CCC(CCC2CC3CCCCC3C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1933c0>
577,2114072,IC50,7.77,17.0,Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2F)cn1C(C)C,OALRSPXTILNCIZ-UHFFFAOYSA-N,CHEMBL3904701,235,Leukocyte elastase ,C1CCC(CCCC2CCCC(C3CCCCC3)C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193430>
578,264330,IC50,6.885,73.0,CC(C)C(NC(=O)C1Cc2ccccc2CN1C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)C(F)(F)F,IKRCWAVITYKYTF-VHYCJAOWSA-N,CHEMBL160365,235,Leukocyte elastase ,C(CCCC1CCC2CCCCC2C1)CCC1CCCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1934a0>
579,2151253,IC50,8.34,4.6,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCCS(C)(=O)=O,GTXGVTGZZATYFH-UHFFFAOYSA-N,CHEMBL3941882,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193510>
580,2155130,IC50,7.57,27.0,Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C1CCOC1,ZGHVJLFQBBKYLC-UHFFFAOYSA-N,CHEMBL3945759,235,Leukocyte elastase ,C1CCC(CCCC2CC(C3CCCCC3)CC(C3CCCC3)C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193580>
581,2146283,IC50,8.77,2.4,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1-c1ccnn1C,OYAZXWLAZWTIBD-UHFFFAOYSA-N,CHEMBL3936912,235,Leukocyte elastase ,C1CCC(CCCC2CC(C3CCCCC3)CC(C3CCCC3)C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1935f0>
582,592102,IC50,7.21,62.0,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)CC1)C(C)C)C(=O)c1nc2ccccc2o1,VOBNDVZWACLUFY-MZBJOSPHSA-N,CHEMBL594497,235,Leukocyte elastase ,C1CCC(CCCCCC2CCCC2CCCCC2CC3CCCCC3C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193660>
583,2191939,IC50,8.92,1.2,CNC(=O)N1C(=O)N(c2cncc(Br)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O,OXWFJSRWTLCWAP-UHFFFAOYSA-N,CHEMBL3982568,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1936d0>
584,2249473,IC50,8.14,7.3,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1C[C@H]2C[C@@H]1CN2,IJJLDWXORNOSEC-ZLGCBRMASA-N,CHEMBL4110122,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3CC3CC4CCC3C4)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193740>
585,1573873,IC50,8.15,7.0,Cc1cccc(C(=O)n2nc(C#N)c3ccccc32)c1,KRFSMLDUZFVINX-UHFFFAOYSA-N,CHEMBL2409450,235,Leukocyte elastase ,C1CCC(CC2CCC3CCCCC32)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1937b0>
586,2152023,IC50,8.62,2.4,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)c(F)c2)cn1C(C)C,YHDRHJBIRHOBRS-UHFFFAOYSA-N,CHEMBL3942652,235,Leukocyte elastase ,C1CCC(CCCC2CCCC(C3CCCCC3)C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193820>
587,2170745,IC50,8.77,1.7,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C1=CCN(C(=O)OC(C)(C)C)CC1,YTTSBANKRNVXNC-UHFFFAOYSA-N,CHEMBL3961374,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3C3CCCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193890>
588,2149694,IC50,8.52,3.0,CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCCO,CTOLSGKTAPJAON-UHFFFAOYSA-N,CHEMBL3940323,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193900>
589,1547462,IC50,6.68,210.0,CC(C)[C@H](N)C(=O)N1C2CCC(CC2)[C@@H]1C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C,VQWAJWSTRTYSGL-QXRZNBQRSA-N,CHEMBL2373011,235,Leukocyte elastase ,C1CC2CCC1CC2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193970>
590,2159199,IC50,7.66,22.0,CC[C@H](C)n1cc(C(=O)NCc2nnc(C)o2)c(=O)c(-c2cccc(C(F)F)c2)c1C,BCVSSHQBEJFMHP-LBPRGKRZSA-N,CHEMBL3949828,235,Leukocyte elastase ,C1CCC(C2CCCC(CCCC3CCCC3)C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1939e0>
591,2131844,IC50,8.96,1.1,CN(C)C(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O,YQFCYTGHOLWDPB-UHFFFAOYSA-N,CHEMBL3922473,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193a50>
592,2508386,IC50,8.0,10.0,Cc1cccc(C(=O)n2nc(C#N)c3cnccc32)c1,JAFXAXMOEREGGD-UHFFFAOYSA-N,CHEMBL4761049,235,Leukocyte elastase ,C1CCC(CC2CCC3CCCCC32)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193ac0>
593,2129056,IC50,7.14,73.0,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1C(C)C,RZZQVDZFBJGBHT-UHFFFAOYSA-N,CHEMBL3919685,235,Leukocyte elastase ,C1CCC(CCCC2CCCC(C3CCCCC3)C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193b30>
594,2327305,IC50,6.11,770.0,CCOC(=O)c1cn(C(=O)c2cccc(C)c2)c2ncccc12,XUYBKYDQFGACIO-UHFFFAOYSA-N,CHEMBL4287857,235,Leukocyte elastase ,C1CCC(CC2CCC3CCCCC32)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193ba0>
595,264414,IC50,6.09,817.0,CC(NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1Cc2ccccc2C1)C(=O)C(F)(F)F,KCYYUBDDVODPFF-PRTIIRGTSA-N,CHEMBL160417,235,Leukocyte elastase ,C1CCC(CCCC2CCC(CCCCCC3CC4CCCCC4C3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193c10>
596,2113376,IC50,7.24,57.7,CS(=O)(=O)c1cc(C#N)ccc1[C@@H]1NC(=O)N(c2cccc(C(F)F)c2)C2=C1C(=O)CC2,GVRFKJQPRNAVAH-FQEVSTJZSA-N,CHEMBL3904005,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193c80>
597,2163475,IC50,8.12,7.5,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCN2CCCC2C1,QZIYTZJGENPWRR-UHFFFAOYSA-N,CHEMBL3954104,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3CC3CCC4CCCC4C3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193cf0>
598,2176862,IC50,8.82,1.5,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2F)cn1C(C)C,GYJCVXXUZJQZEJ-UHFFFAOYSA-N,CHEMBL3967491,235,Leukocyte elastase ,C1CCC(CCCC2CCCC(C3CCCCC3)C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193d60>
599,2121389,IC50,9.52,0.3,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N(C)Cc1cn[nH]c1,SFFDECBQEKWPBN-UHFFFAOYSA-N,CHEMBL3912018,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3CCCC3CCCC3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193dd0>
600,2156546,IC50,8.37,4.3,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NC1CCS(=O)(=O)C1,CHPGUGHTKRHUGU-UHFFFAOYSA-N,CHEMBL3947175,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3CCC3CCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193e40>
601,2099785,IC50,7.2,63.0,COCCn1cc(C(=O)NCc2ccc(S(C)(=O)=O)c[n+]2[O-])c(=O)c(-c2cccc(C(F)(F)F)c2)c1C,DRKSTTKQXAIANJ-UHFFFAOYSA-N,CHEMBL3890414,235,Leukocyte elastase ,C1CCC(CCCC2CCCC(C3CCCCC3)C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193eb0>
602,2161756,IC50,7.99,10.3,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCC(O)CC1,AGYWIWWPJVHJFO-UHFFFAOYSA-N,CHEMBL3952385,235,Leukocyte elastase ,C1CCC(CC2CCCCC2C2CCC(C3CCCCC3)C3CCCC32)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193f20>
603,2194030,IC50,8.52,3.0,CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCC1,FWUNDCBEIRXGDC-UHFFFAOYSA-N,CHEMBL3984659,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3CC3CCC3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab193f90>
604,2252923,IC50,6.65,224.0,CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1S(=O)(=O)CCO,VJZWSSKZHHSBEL-JOCHJYFZSA-N,CHEMBL4113572,235,Leukocyte elastase ,C1CCC(C2CCC(C3CCCCC3)C3CCCC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab191040>
605,2163183,IC50,7.84,14.4,Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1-c1cccnc1,CODUVNXMSSBRMC-UHFFFAOYSA-N,CHEMBL3953812,235,Leukocyte elastase ,C1CCC(CCCC2CC(C3CCCCC3)CC(C3CCCCC3)C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7ff2ab1910b0>
